paretosat-msh-confmin,paretosat-msh
13.3,24.32
1.27,1.24
32.14,24.13
45.98,20.770000000000003
0.42,0.31
5400.0,5400.0
10.16,8.889999999999999
5400.0,5400.0
5400.0,5400.0
59.24,43.86
5400.0,5400.0
2.08,2.0399999999999996
5400.0,5400.0
5400.0,5400.0
2.4899999999999998,2.11
0.92,0.68
5400.0,5400.0
5400.0,5400.0
317.56,256.21000000000004
26.84,23.560000000000002
5400.0,5400.0
0.0,0.0
0.01,0.01
0.05,0.03
5400.0,5400.0
11.53,15.26
5400.0,5400.0
3.71,3.3099999999999996
5400.0,5400.0
23.07,12.23
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5208.780000000001,2118.76
5400.0,5400.0
0.08,0.06
0.02,0.01
5400.0,5400.0
5400.0,5400.0
1.3,1.02
2523.39,1478.12
0.09,0.06
5400.0,5400.0
0.0,0.0
5400.0,5400.0
5400.0,5400.0
0.01,0.01
105.91,75.03999999999999
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
12.1,3.58
5400.0,5400.0
0.01,0.02
5400.0,5400.0
0.18,0.16
5400.0,5400.0
7.789999999999999,5.4799999999999995
0.01,0.0
0.65,0.34
1143.8999999999999,1510.1799999999998
5400.0,5400.0
0.31,0.22
5400.0,5400.0
0.01,0.01
0.86,0.8
214.32,207.23
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.15000000000000002,0.12
31.79,27.15
5400.0,5400.0
5400.0,5400.0
35.239999999999995,57.57
5400.0,5400.0
0.09999999999999999,0.09
5400.0,5400.0
5400.0,5400.0
0.04,0.02
5400.0,5400.0
2557.9900000000002,1774.44
5400.0,5400.0
4.0,3.32
5400.0,5400.0
0.01,0.01
3101.31,2140.7000000000003
8.719999999999999,6.359999999999999
5400.0,5400.0
0.43,0.31
0.18000000000000002,0.09
5400.0,5400.0
5400.0,5400.0
0.62,0.51
5400.0,5400.0
0.0,0.0
79.42999999999999,28.5
19.4,14.31
518.48,366.54
5400.0,5400.0
0.01,0.01
5400.0,2635.45
5400.0,5400.0
652.34,524.4399999999999
2.15,1.84
5400.0,5400.0
9.149999999999999,8.76
5400.0,5400.0
5400.0,5400.0
192.53,179.51
5400.0,5400.0
0.01,0.01
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.04,0.01
5400.0,5400.0
5400.0,5400.0
8.87,9.95
5400.0,5400.0
11.45,11.78
5400.0,5400.0
51.48,43.949999999999996
0.09,0.06
9.5,9.35
46.589999999999996,36.699999999999996
0.02,0.01
74.79,29.25
5.91,4.829999999999999
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.02,0.01
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.81,0.63
18.849999999999998,15.77
5400.0,5400.0
0.34,0.29000000000000004
5400.0,5400.0
38.12,29.36
5400.0,5400.0
0.04,0.03
780.33,358.33
0.14,0.14
2.07,1.39
5400.0,5400.0
0.03,0.04
0.04,0.03
7.47,5.8999999999999995
18.1,14.59
119.19,71.33999999999999
5400.0,5400.0
0.01,0.0
5400.0,5400.0
5400.0,5400.0
5400.0,3355.18
5400.0,5400.0
0.09,0.06
2369.27,1468.79
5.0,4.41
1.33,0.51
5400.0,5400.0
1.41,1.0
5400.0,5400.0
3.25,3.54
5400.0,5400.0
0.32,0.16
49.739999999999995,34.449999999999996
0.01,0.01
5.7,3.17
0.02,0.01
5400.0,5400.0
5400.0,5400.0
4.5,2.53
5400.0,5400.0
45.279999999999994,40.779999999999994
5400.0,3573.45
10.77,11.01
4.8,3.7
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
18.3,46.63
3.23,3.6199999999999997
1.49,1.12
5400.0,5400.0
5400.0,5400.0
1802.35,475.02
0.14,0.12
0.09,0.07
0.04,0.03
3.26,2.48
0.3,0.27
42.64,32.459999999999994
1.1,0.77
5400.0,5400.0
0.08,0.06
5400.0,4881.23
0.21000000000000002,0.15000000000000002
5400.0,5400.0
2.08,1.3
0.09,0.06
0.0,0.0
2.98,2.37
3.63,2.4
1.31,0.87
1.08,1.04
0.36,0.3
84.01,90.22
0.21,0.25
112.88000000000001,550.9300000000001
0.47,0.31
437.62,356.0
5400.0,5400.0
57.9,33.78
5400.0,5400.0
5400.0,5400.0
0.02,0.01
0.37,0.33
5400.0,1824.7099999999998
5400.0,5400.0
